ngen_name,nse_symbol,bse_code,isin,matched_name,match_score,yf_ticker,match_method
Allcargo Logist.,ALLCARGO,ALLCARGO,INE418H01029,ALLCARGO LOGISTICS LTD.,90.9090909090909,ALLCARGO.NS,fuzzy
Studds Accessor.,STUDDS,STUDDS,INE00Q601028,Studds Accessories Limited,90.9090909090909,STUDDS.NS,fuzzy
Anand Rathi Wea.,ANANDRATHI,ANANDRATHI,INE463V01026,Anand Rathi Wealth Limited,90.9090909090909,ANANDRATHI.NS,fuzzy
Varroc Engineer,VARROC,VARROC,INE665L01035,Varroc Engineering Limited,90.9090909090909,VARROC.NS,fuzzy
Centum Electron,CENTUM,CENTUM,INE320B01020,CENTUM ELECTRONICS LTD.,90.9090909090909,CENTUM.NS,fuzzy
Transrail Light,TRANSRAILL,TRANSRAILL,INE454P01035,Transrail Lighting Limited,90.9090909090909,TRANSRAILL.NS,fuzzy
M M Forgings,MMFL,MMFL,INE227C01017,M.M.FORGINGS LTD.,90.9090909090909,MMFL.NS,fuzzy
Krsnaa Diagnost.,KRSNAA,KRSNAA,INE08LI01020,Krsnaa Diagnostics Limited,90.9090909090909,KRSNAA.NS,fuzzy
Stanley Lifesty.,STANLEY,STANLEY,INE01A001028,STANLEY LIFESTYLES LIMITED,90.9090909090909,STANLEY.NS,fuzzy
Bharat Coking,BHARATCOAL,BHARATCOAL,INE05XR01022,BHARAT COKING COAL LIMITED,90.9090909090909,BHARATCOAL.NS,fuzzy
Atlanta Electric,,ATLANTAELE,INE0Z4F01028,Atlanta Electricals Limited,91.42857142857143,ATLANTAELE.BO,fuzzy
Indian Hume Pipe,INDIANHUME,INDIANHUME,INE323C01030,INDIAN HUME PIPE CO.LTD.,91.42857142857143,INDIANHUME.NS,fuzzy
Dreamfolks Servi,DREAMFOLKS,DREAMFOLKS,INE0JS101016,DREAMFOLKS SERVICES LIMITED,91.42857142857143,DREAMFOLKS.NS,fuzzy
M & B Engineer.,MBEL,MBEL,INE08N601015,M & B ENGINEERING LIMITED,91.42857142857143,MBEL.NS,fuzzy
Ventive Hospital,VENTIVE,VENTIVE,INE781S01027,Ventive Hospitality Limited,91.42857142857143,VENTIVE.NS,fuzzy
Wakefit Innovati,WAKEFIT,WAKEFIT,INE0E7301029,Wakefit Innovations Limited,91.42857142857143,WAKEFIT.NS,fuzzy
Onward Technolog,ONWARDTEC,ONWARDTEC,INE229A01017,ONWARD TECHNOLOGIES LTD.,91.42857142857143,ONWARDTEC.NS,fuzzy
Fusion Financepp,FUSION,FUSION,INE139R01012,FUSION FINANCE LIMITED,93.33333333333333,FUSION.NS,fuzzy
Jubilant Pharmo,JUBLPHARMA,JUBLPHARMA,INE700A01033,JUBILANT PHARMOVA LIMITED,93.75,JUBLPHARMA.NS,fuzzy
Ganesha Ecosphe.,GANECOS,GANECOS,INE845D01014,GANESHA ECOSPHERE LTD.,93.75,GANECOS.NS,fuzzy
Rpg Lifescience.,RPGLIFE,RPGLIFE,INE105J01010,RPG LIFE SCIENCES LTD.,93.75,RPGLIFE.NS,fuzzy
Campus Activewe.,CAMPUS,CAMPUS,INE278Y01022,Campus Activewear Limited,93.75,CAMPUS.NS,fuzzy
Kpit Technologi.,KPITTECH,KPITTECH,INE04I401011,KPIT Technologies Ltd,93.75,KPITTECH.NS,fuzzy
Sundaram Clayton,SUNCLAY,SUNCLAY,INE0Q3R01026,SUNDARAM-CLAYTON LIMITED,93.75,SUNCLAY.NS,fuzzy
Jubilant Ingrev.,JUBLINGREA,JUBLINGREA,INE0BY001018,Jubilant Ingrevia Limited,93.75,JUBLINGREA.NS,fuzzy
Info Edg.(India),NAUKRI,NAUKRI,INE663F01032,INFO EDGE (INDIA) LTD.,93.75,NAUKRI.NS,fuzzy
Supreme Petroch.,SPLPETRO,SPLPETRO,INE663A01033,SUPREME PETROCHEM LTD.,93.75,SPLPETRO.NS,fuzzy
Ifgl Refractori.,IFGLEXPOR,IFGLEXPOR,INE133Y01011,IFGL Refractories Limited,93.75,IFGLEXPOR.NS,fuzzy
Awl Agri Busine.,AWL,AWL,INE699H01024,AWL AGRI BUSINESS LIMITED,93.75,AWL.NS,fuzzy
Insolation Ener,INA,INA,INE0LGX01024,INSOLATION ENERGY LIMITED,93.75,INA.NS,fuzzy
Himatsing. Seide,HIMATSEIDE,HIMATSEIDE,INE049A01027,HIMATSINGKA SEIDE LTD.,93.75,HIMATSEIDE.NS,fuzzy
Digitide Solutio,DIGITIDE,DIGITIDE,INE0U4701011,Digitide Solutions Limited,94.11764705882352,DIGITIDE.NS,fuzzy
Anthem Bioscienc,ANTHEM,ANTHEM,INE0CZ201020,Anthem Biosciences Limited,94.11764705882352,ANTHEM.NS,fuzzy
Astec Lifescienc,ASTEC,ASTEC,INE563J01010,ASTEC LIFESCIENCES LIMITED,94.11764705882352,ASTEC.NS,fuzzy
Astrazeneca Phar,ASTRAZEN,ASTRAZEN,INE203A01020,ASTRAZENECA PHARMA INDIA LTD.,94.11764705882352,ASTRAZEN.NS,fuzzy
Mishra Dhatu Nig,MIDHANI,MIDHANI,INE099Z01011,Mishra Dhatu Nigam Limited,94.11764705882352,MIDHANI.NS,fuzzy
Gallantt Ispat L,GALLANTT,GALLANTT,INE297H01019,GALLANTT ISPAT LIMITED,95.0,GALLANTT.NS,fuzzy
Hyundai Motor I,HYUNDAI,HYUNDAI,INE0V6F01027,HYUNDAI MOTOR INDIA LIMITED,95.0,HYUNDAI.NS,fuzzy
Fino Payments,FINOPB,FINOPB,INE02NC01014,Fino Payments Bank Limited,95.0,FINOPB.NS,fuzzy
Flair Writing,FLAIR,FLAIR,INE00Y201027,Flair Writing Industries Limit,95.0,FLAIR.NS,fuzzy
Bharti Airtel Pp,BHARTIARTL,BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD.,95.0,BHARTIARTL.NS,fuzzy
West Coast Paper,WSTCSTPAPR,WSTCSTPAPR,INE976A01021,West Coast Paper Mills Limited,95.0,WSTCSTPAPR.NS,fuzzy
Archean Chemical,ACI,ACI,INE128X01021,Archean Chemical Industries Li,95.0,ACI.NS,fuzzy
Phoenix Mills,PHOENIXLTD,PHOENIXLTD,INE211B01039,THE PHOENIX MILLS LTD,95.0,PHOENIXLTD.NS,fuzzy
Jindal Drilling,JINDRILL,JINDRILL,INE742C01031,JINDAL DRILLING & INDUSTRIES L,95.0,JINDRILL.NS,fuzzy
Bosch Home Comfort,BOSCH-HCIL,BOSCH-HCIL,INE782A01015,BOSCH HOME COMFORT INDIA LIMIT,95.0,BOSCH-HCIL.NS,fuzzy
Balrampur Chini,BALRAMCHIN,BALRAMCHIN,INE119A01028,BALRAMPUR CHINI MILLS LTD.,95.0,BALRAMCHIN.NS,fuzzy
Vardhman Special,VSSL,VSSL,INE050M01012,VARDHMAN SPECIAL STEELS LTD.,95.0,VSSL.NS,fuzzy
Quadrant Future,QUADFUTURE,QUADFUTURE,INE0LRY01011,Quadrant Future Tek Limited,95.0,QUADFUTURE.NS,fuzzy
Central Bank,CENTRALBK,CENTRALBK,INE483A01010,CENTRAL BANK OF INDIA,95.0,CENTRALBK.NS,fuzzy
Transindia Real,TREL,TREL,INE0O3901029,Transindia Real Estate Limited,95.0,TREL.NS,fuzzy
Kirloskar Oil,KIRLOSIND,KIRLOSIND,INE250A01039,KIRLOSKAR INDUSTRIES LTD,95.0,KIRLOSIND.NS,fuzzy
Tube Investments,TIINDIA,TIINDIA,INE974X01010,Tube Investments of India Ltd,95.0,TIINDIA.NS,fuzzy
Laxmi Organic,LXCHEM,LXCHEM,INE576O01020,Laxmi Organic Industries Limit,95.0,LXCHEM.NS,fuzzy
Rajratan Global,RAJRATAN,RAJRATAN,INE451D01029,RAJRATAN GLOBAL WIRE LTD.,95.0,RAJRATAN.NS,fuzzy
Bajaj Consumer,BAJAJCON,BAJAJCON,INE933K01021,BAJAJ CONSUMER CARE LIMITED,95.0,BAJAJCON.NS,fuzzy
Intellect Design,INTELLECT,INTELLECT,INE306R01017,INTELLECT DESIGN ARENA LIMITED,95.0,INTELLECT.NS,fuzzy
Dishman Carbogen,DCAL,DCAL,INE385W01011,Dishman Carbogen Amcis Limited,95.0,DCAL.NS,fuzzy
Marathon Nextgen,MARATHON,MARATHON,INE182D01020,MARATHON NEXTGEN REALTY LTD.,95.0,MARATHON.NS,fuzzy
Asahi India Glas,ASAHIINDIA,ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LTD.,95.23809523809523,ASAHIINDIA.NS,fuzzy
S P Apparels,SPAL,SPAL,INE212I01016,S.P. Apparels Limited,95.65217391304348,SPAL.NS,fuzzy
C.E. Info System,MAPMYINDIA,MAPMYINDIA,INE0BV301023,C.E. Info Systems Limited,96.55172413793103,MAPMYINDIA.NS,fuzzy
International Gemological Instit,IGIL,IGIL,INE0Q9301021,International Gemological Inst,96.7741935483871,IGIL.NS,fuzzy
Relaxo Footwear,RELAXO,RELAXO,INE131B01039,RELAXO FOOTWEARS LTD.,96.7741935483871,RELAXO.NS,fuzzy
Acutaas Chemical,ACUTAAS,ACUTAAS,INE00FF01025,ACUTAAS CHEMICALS LIMITED,96.96969696969697,ACUTAAS.NS,fuzzy
Vindhya Telelink,VINDHYATEL,VINDHYATEL,INE707A01012,VINDHYA TELELINKS LTD.,96.96969696969697,VINDHYATEL.NS,fuzzy
Wonderla Holiday,WONDERLA,WONDERLA,INE066O01014,WONDERLA HOLIDAYS LTD,96.96969696969697,WONDERLA.NS,fuzzy
Bajaj Electrical,BAJAJELEC,BAJAJELEC,INE193E01025,BAJAJ ELECTRICALS LTD.,96.96969696969697,BAJAJELEC.NS,fuzzy
Mtar Technologie,MTARTECH,MTARTECH,INE864I01014,MTAR Technologies Limited,96.96969696969697,MTARTECH.NS,fuzzy
Patel Engineerin,PATELENG,PATELENG,INE244B01030,PATEL ENGINEERING LTD.,96.96969696969697,PATELENG.NS,fuzzy
Olectra Greentec,OLECTRA,OLECTRA,INE260D01016,OLECTRA GREENTECH LIMITED,96.96969696969697,OLECTRA.NS,fuzzy
Blue Dart Expres,BLUEDART,BLUEDART,INE233B01017,BLUE DART EXPRESS LTD.,96.96969696969697,BLUEDART.NS,fuzzy
Raymond Lifestyl,RAYMONDLSL,RAYMONDLSL,INE02ID01020,Raymond Lifestyle Limited,96.96969696969697,RAYMONDLSL.NS,fuzzy
Rashi Peripheral,RPTECH,RPTECH,INE0J1F01024,Rashi Peripherals Limited,96.96969696969697,RPTECH.NS,fuzzy
Gufic Bioscience,GUFICBIO,GUFICBIO,INE742B01025,GUFIC BIOSCIENCES LTD.,96.96969696969697,GUFICBIO.NS,fuzzy
Sanathan Textile,SANATHAN,SANATHAN,INE0JPD01013,Sanathan Textiles Limited,96.96969696969697,SANATHAN.NS,fuzzy
Shankara Buildpr,BUILDPRO,BUILDPRO,INE24OJ01011,Shankara Buildpro Limited,96.96969696969697,BUILDPRO.NS,fuzzy
G R Infraproject,GRINFRA,GRINFRA,INE201P01022,G R Infraprojects Limited,96.96969696969697,GRINFRA.NS,fuzzy
All Time Plastic,ALLTIME,ALLTIME,INE0GV601021,ALL TIME PLASTICS LIMITED,96.96969696969697,ALLTIME.NS,fuzzy
Euro Pratik Sale,EUROPRATIK,EUROPRATIK,INE198501012,EURO PRATIK SALES LIMITED,96.96969696969697,EUROPRATIK.NS,fuzzy
Lemon Tree Hotel,LEMONTREE,LEMONTREE,INE970X01018,Lemon Tree Hotels Limited,96.96969696969697,LEMONTREE.NS,fuzzy
Eris Lifescience,ERIS,ERIS,INE406M01024,Eris Lifesciences Limited,96.96969696969697,ERIS.NS,fuzzy
Amanta Healthcar,AMANTA,AMANTA,INE084K01015,Amanta Healthcare Limited,96.96969696969697,AMANTA.NS,fuzzy
Td Power Systems,TDPOWERSYS,TDPOWERSYS,INE419M01027,T D POWER SYSTEMS LTD.,96.96969696969697,TDPOWERSYS.NS,fuzzy
The Ramco Cement,RAMCOCEM,RAMCOCEM,INE331A01037,THE RAMCO CEMENTS LIMITED,96.96969696969697,RAMCOCEM.NS,fuzzy
Cemindia Project,CEMPRO,CEMPRO,INE686A01026,Cemindia Projects Limited,96.96969696969697,CEMPRO.NS,fuzzy
United Foodbrand,UFBL,UFBL,INE382M01027,UNITED FOODBRANDS LIMITED,96.96969696969697,UFBL.NS,fuzzy
Vardhman Textile,VTL,VTL,INE825A01020,VARDHMAN TEXTILES LTD.,96.96969696969697,VTL.NS,fuzzy
Viyash Scientifi,VIYASH,VIYASH,INE807F01027,VIYASH SCIENTIFIC LIMITED,96.96969696969697,VIYASH.NS,fuzzy
Keystone Realtor,RUSTOMJEE,RUSTOMJEE,INE263M01029,Keystone Realtors Limited,96.96969696969697,RUSTOMJEE.NS,fuzzy
Kec Internationa,KEC,KEC,INE389H01022,KEC INTERNATIONAL LTD.,96.96969696969697,KEC.NS,fuzzy
Ksh Internationa,KSHINTL,KSHINTL,INE987S01020,KSH INTERNATIONAL LIMITED,96.96969696969697,KSHINTL.NS,fuzzy
Standard Engineering Technology,SETL,SETL,INE0M4D01010,STANDARD ENGINEERING TECHNOLOG,98.36065573770492,SETL.NS,fuzzy
Adani Energy Sol,ADANIENSOL,ADANIENSOL,INE931S01010,Adani Energy Solutions Limited,100.0,ADANIENSOL.NS,common_map
Adani Enterp.,ADANIENT,ADANIENT,INE423A01024,ADANI ENTERPRISES LTD.,100.0,ADANIENT.NS,common_map
Adani Green,ADANIGREEN,ADANIGREEN,INE364U01010,Adani Green Energy Limited,100.0,ADANIGREEN.NS,common_map
Adani Ports,ADANIPORTS,ADANIPORTS,INE742F01042,ADANI PORTS AND SPECIAL ECONOM,100.0,ADANIPORTS.NS,common_map
Adani Power,ADANIPOWER,ADANIPOWER,INE814H01029,ADANI POWER LTD.,100.0,ADANIPOWER.NS,common_map
Aditya Infotech,CPPLUS,CPPLUS,INE819V01029,Aditya Infotech Limited,100.0,CPPLUS.NS,fuzzy
Aditya Vision,AVL,AVL,INE679V01027,Aditya Vision Limited,100.0,AVL.NS,fuzzy
Ador Welding,ADOR,ADOR,INE045A01017,ADOR WELDING LTD.,100.0,ADOR.NS,fuzzy
Welspun Corp,WELCORP,WELCORP,INE191B01025,WELSPUN CORP LIMITED,100.0,WELCORP.NS,common_map
Welspun Living,WELSPUNLIV,WELSPUNLIV,INE192B01031,WELSPUN LIVING LIMITED,100.0,WELSPUNLIV.NS,fuzzy
Xpro India,XPROINDIA,XPROINDIA,INE445C01015,XPRO INDIA LTD.,100.0,XPROINDIA.NS,fuzzy
Yash Highvoltage,,YASHHV,INE00GK01023,Yash Highvoltage Limited,100.0,YASHHV.BO,fuzzy
Yasho Industries,YASHO,YASHO,INE616Z01012,YASHO INDUSTRIES LIMITED,100.0,YASHO.NS,exact
Yatra Online,YATRA,YATRA,INE0JR601024,YATRA ONLINE LIMITED,100.0,YATRA.NS,fuzzy
Yes Bank,YESBANK,YESBANK,INE528G01035,YES BANK LTD.,100.0,YESBANK.NS,exact
Yuken India,YUKEN,YUKEN,INE384C01016,YUKEN INDIA LTD.,100.0,YUKEN.NS,exact
Zen Technologies,ZENTEC,ZENTEC,INE251B01027,ZEN TECHNOLOGIES LTD.,100.0,ZENTEC.NS,fuzzy
Zensar Tech.,ZENSARTECH,ZENSARTECH,INE520A01027,ZENSAR TECHNOLOGIES LTD.,100.0,ZENSARTECH.NS,exact
Zuari Industries,ZUARI,ZUARI,INE840M01016,ZUARI AGRO CHEMICALS LTD.,100.0,ZUARI.NS,exact
La Opala Rg,LAOPALA,LAOPALA,INE059D01020,LA OPALA RG LTD.,100.0,LAOPALA.NS,fuzzy
Landmark Cars,LANDMARK,LANDMARK,INE559R01029,LANDMARK CARS LIMITED,100.0,LANDMARK.NS,fuzzy
Larsen & Toubro,LT,LT,INE018A01030,LARSEN & TOUBRO LTD.,100.0,LT.NS,common_map
Latent View,LATENTVIEW,LATENTVIEW,INE0I7C01011,Latent View Analytics Limited,100.0,LATENTVIEW.NS,exact
Laurus Labs,LAURUSLABS,LAURUSLABS,INE947Q01028,Laurus Labs Limited,100.0,LAURUSLABS.NS,exact
Laxmi Dental,LAXMIDENTL,LAXMIDENTL,INE0WO601020,Laxmi Dental Limited,100.0,LAXMIDENTL.NS,fuzzy
Kotak Mah. Bank,KOTAKBANK,KOTAKBANK,INE237A01036,KOTAK MAHINDRA BANK LTD.,100.0,KOTAKBANK.NS,common_map
Kpi Green Energy,KPIGREEN,KPIGREEN,INE542W01025,KPI Green Energy Limited,100.0,KPIGREEN.NS,fuzzy
Balaji Amines,BALAMINES,BALAMINES,INE050E01027,BALAJI AMINES LTD.,100.0,BALAMINES.NS,fuzzy
Balkrishna Inds,BALKRISHNA,BALKRISHNA,INE875R01011,Balkrishna Paper Mills Ltd.,100.0,BALKRISHNA.NS,exact
Bandhan Bank,BANDHANBNK,BANDHANBNK,INE545U01014,Bandhan Bank Limited,100.0,BANDHANBNK.NS,fuzzy
Bank Of Baroda,BANKBARODA,BANKBARODA,INE028A01039,BANK OF BARODA,100.0,BANKBARODA.NS,common_map
Bank Of India,BANKINDIA,BANKINDIA,INE084A01016,BANK OF INDIA,100.0,BANKINDIA.NS,fuzzy
Bank Of Maha,MAHABANK,MAHABANK,INE457A01014,BANK OF MAHARASHTRA,100.0,MAHABANK.NS,common_map
Bansal Wire Inds,BANSALWIRE,BANSALWIRE,INE0B9K01025,Bansal Wire Industries Limited,100.0,BANSALWIRE.NS,exact
Basf India,BASF,BASF,INE373A01013,BASF INDIA LTD.,100.0,BASF.NS,exact
Bata India,BATAINDIA,BATAINDIA,INE176A01028,BATA INDIA LTD.,100.0,BATAINDIA.NS,fuzzy
L T Foods,LTFOODS,LTFOODS,INE818H01020,LT FOODS LTD.,100.0,LTFOODS.NS,exact
L&T Finance Ltd,LTF,LTF,INE498L01015,L&T Finance Limited,100.0,LTF.NS,fuzzy
Krbl,KRBL,KRBL,INE001B01026,KRBL LTD.,100.0,KRBL.NS,exact
Kross Ltd,KROSS,KROSS,INE0O6601022,Kross Limited,100.0,KROSS.NS,exact
Ksb,KSB,KSB,INE999A01023,KSB LIMITED,100.0,KSB.NS,exact
Ksr Footwear,,KSR,INE1SPP01016,KSR Footwear Limited,100.0,KSR.BO,fuzzy
Kec International,KEC,KEC,INE389H01022,KEC INTERNATIONAL LTD.,100.0,KEC.NS,fuzzy
Kei Industries,KEI,KEI,INE878B01027,KEI INDUSTRIES LTD.,100.0,KEI.NS,exact
Kennametal India,KENNAMET,KENNAMET,INE717A01029,KENNAMETAL INDIA LTD.,100.0,KENNAMET.NS,fuzzy
Mangalam Cement,MANGLMCEM,MANGLMCEM,INE347A01017,MANGALAM CEMENT LTD.,100.0,MANGLMCEM.NS,fuzzy
Lg Electronics,LGEINDIA,LGEINDIA,INE324D01010,LG Electronics India Limited,100.0,LGEINDIA.NS,fuzzy
Linde India,LINDEINDIA,LINDEINDIA,INE473A01011,Linde India Limited,100.0,LINDEINDIA.NS,fuzzy
Lmw,LMW,LMW,INE269B01029,LMW Limited,100.0,LMW.NS,exact
Lodha Developers,LODHA,LODHA,INE670K01029,Lodha Developers Limited,100.0,LODHA.NS,fuzzy
Ltm,LTM,LTM,INE214T01019,LTM LIMITED,100.0,LTM.NS,exact
Lumax Industries,LUMAXIND,LUMAXIND,INE162B01018,LUMAX INDUSTRIES LTD.,100.0,LUMAXIND.NS,fuzzy
Lupin,LUPIN,LUPIN,INE326A01037,LUPIN LTD.,100.0,LUPIN.NS,common_map
Bajel Projects,BAJEL,BAJEL,INE0KQN01018,Bajel Projects Limited,100.0,BAJEL.NS,fuzzy
Khadim India,KHADIM,KHADIM,INE834I01025,Khadim India Limited,100.0,KHADIM.NS,exact
Jupiter Wagons,JWL,JWL,INE209L01016,JUPITER WAGONS LIMITED,100.0,JWL.NS,fuzzy
Just Dial,JUSTDIAL,JUSTDIAL,INE599M01018,JUST DIAL LTD.,100.0,JUSTDIAL.NS,exact
Jyothy Labs,JYOTHYLAB,JYOTHYLAB,INE668F01031,JYOTHY LABS LIMITED,100.0,JYOTHYLAB.NS,fuzzy
K P R Mill Ltd,KPRMILL,KPRMILL,INE930H01031,K.P.R.MILL LIMITED,100.0,KPRMILL.NS,exact
Kajaria Ceramics,KAJARIACER,KAJARIACER,INE217B01036,KAJARIA CERAMICS LTD.,100.0,KAJARIACER.NS,fuzzy
Kalyan Jewellers,KALYANKJIL,KALYANKJIL,INE303R01014,Kalyan Jewellers India Limited,100.0,KALYANKJIL.NS,fuzzy
Kalyani Steels,KSL,KSL,INE907A01026,KALYANI STEELS LTD.,100.0,KSL.NS,fuzzy
Marico,MARICO,MARICO,INE196A01026,MARICO LTD.,100.0,MARICO.NS,common_map
Marksans Pharma,MARKSANS,MARKSANS,INE750C01026,MARKSANS PHARMA LTD.,100.0,MARKSANS.NS,common_map
Maruti Suzuki,MARUTI,MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD.,100.0,MARUTI.NS,common_map
Mastek,MASTEK,MASTEK,INE759A01021,MASTEK LTD.,100.0,MASTEK.NS,exact
Matrimony.Com,MATRIMONY,MATRIMONY,INE866R01028,Matrimony.com Limited,100.0,MATRIMONY.NS,fuzzy
Max Estates,MAXESTATES,MAXESTATES,INE03EI01018,Max Estates Limited,100.0,MAXESTATES.NS,exact
Mayur Uniquoters,MAYURUNIQ,MAYURUNIQ,INE040D01038,MAYUR UNIQUOTERS LTD.,100.0,MAYURUNIQ.NS,fuzzy
M R P L,MRPL,MRPL,INE103A01014,MANGALORE REFINERY & PETROCHEM,100.0,MRPL.NS,exact
Mahanagar Gas,MGL,MGL,INE002S01010,Mahanagar Gas Limited,100.0,MGL.NS,fuzzy
Man Infra,MANINFRA,MANINFRA,INE949H01023,MAN INFRACONSTRUCTION LTD.,100.0,MANINFRA.NS,exact
Axis Bank,AXISBANK,AXISBANK,INE238A01034,AXIS BANK LTD.,100.0,AXISBANK.NS,common_map
Aye Finance,AYE,AYE,INE501X01029,Aye Finance Limited,100.0,AYE.NS,fuzzy
Azad Engineering,AZAD,AZAD,INE02IJ01035,Azad Engineering Limited,100.0,AZAD.NS,fuzzy
B H E L,BHEL,BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD.,100.0,BHEL.NS,common_map
B P C L,BPCL,BPCL,INE029A01011,BHARAT PETROLEUM CORPORATION L,100.0,BPCL.NS,exact
Bajaj Auto,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,BAJAJ AUTO LTD.,100.0,BAJAJ-AUTO.NS,common_map
Bajaj Finance,BAJFINANCE,BAJFINANCE,INE296A01032,BAJAJ FINANCE LIMITED,100.0,BAJFINANCE.NS,common_map
Bajaj Finserv,BAJFINANCE,BAJFINANCE,INE296A01032,BAJAJ FINANCE LIMITED,100.0,BAJFINANCE.NS,common_map
Mankind Pharma,MANKIND,MANKIND,INE634S01028,Mankind Pharma Limited,100.0,MANKIND.NS,fuzzy
Karnataka Bank,KTKBANK,KTKBANK,INE614B01018,KARNATAKA BANK LTD.,100.0,KTKBANK.NS,fuzzy
Karur Vysya Bank,KARURVYSYA,KARURVYSYA,INE036D01028,KARUR VYSYA BANK LTD.,100.0,KARURVYSYA.NS,fuzzy
Jm Financial,JMFINANCIL,JMFINANCIL,INE780C01023,JM FINANCIAL LTD.,100.0,JMFINANCIL.NS,fuzzy
Jnk,JNKINDIA,JNKINDIA,INE0OAF01028,JNK India Limited,100.0,JNKINDIA.NS,fuzzy
Jsw Cement,JSWCEMENT,JSWCEMENT,INE718I01012,JSW CEMENT LIMITED,100.0,JSWCEMENT.NS,exact
Jsw Dulux,JSWDULUX,JSWDULUX,INE133A01011,JSW Dulux Limited,100.0,JSWDULUX.NS,exact
Jsw Energy,JSWENERGY,JSWENERGY,INE121E01018,JSW ENERGY LTD,100.0,JSWENERGY.NS,exact
Jsw Holdings,JSWHL,JSWHL,INE824G01012,JSW HOLDINGS LIMITED,100.0,JSWHL.NS,fuzzy
Jsw Steel,JSWSTEEL,JSWSTEEL,INE019A01038,JSW STEEL LTD.,100.0,JSWSTEEL.NS,common_map
Jtekt India,JTEKTINDIA,JTEKTINDIA,INE643A01035,JTEKT India Ltd,100.0,JTEKTINDIA.NS,fuzzy
Jtl Industries,JTLIND,JTLIND,INE391J01032,JTL INDUSTRIES LIMITED,100.0,JTLIND.NS,fuzzy
Juniper Hotels,JUNIPER,JUNIPER,INE696F01016,Juniper Hotels Limited,100.0,JUNIPER.NS,fuzzy
Nava,NAVA,NAVA,INE725A01030,NAVA LIMITED,100.0,NAVA.NS,exact
Meesho,MEESHO,MEESHO,INE0VDM01015,Meesho Limited,100.0,MEESHO.NS,exact
Metro Brands,METROBRAND,METROBRAND,INE317I01021,Metro Brands Limited,100.0,METROBRAND.NS,fuzzy
Midwest,MIDWESTLTD,MIDWESTLTD,INE0XAD01024,Midwest Limited,100.0,MIDWESTLTD.NS,fuzzy
Moil,MOIL,MOIL,INE490G01020,MOIL LTD.,100.0,MOIL.NS,exact
Mphasis,MPHASIS,MPHASIS,INE356A01018,MPHASIS LTD.,100.0,MPHASIS.NS,exact
Mps,MPSLTD,MPSLTD,INE943D01017,MPS LTD.,100.0,MPSLTD.NS,fuzzy
Jagran Prakashan,JAGRAN,JAGRAN,INE199G01027,JAGRAN PRAKASHAN LTD.,100.0,JAGRAN.NS,fuzzy
Jamna Auto Inds.,JAMNAAUTO,JAMNAAUTO,INE039C01032,JAMNA AUTO INDUSTRIES LTD.,100.0,JAMNAAUTO.NS,exact
Jayaswal Neco,JAYNECOIND,JAYNECOIND,INE854B01010,JAYASWAL NECO INDUSTRIES LTD.,100.0,JAYNECOIND.NS,fuzzy
Jindal Saw,JINDALSAW,JINDALSAW,INE324A01032,JINDAL SAW LTD.,100.0,JINDALSAW.NS,exact
Jindal Steel,JINDALSTEL,JINDALSTEL,INE749A01030,JINDAL STEEL LIMITED,100.0,JINDALSTEL.NS,common_map
Jk Paper,JKPAPER,JKPAPER,INE789E01012,JK PAPER LTD.,100.0,JKPAPER.NS,exact
Beml Land Assets,BLAL,BLAL,INE0N7W01012,BEML Land Assets Limited,100.0,BLAL.NS,fuzzy
Beml Ltd,BEML,BEML,INE258A01024,BEML LTD.,100.0,BEML.NS,exact
Ather Energy,ATHERENERG,ATHERENERG,INE0LEZ01016,Ather Energy Limited,100.0,ATHERENERG.NS,fuzzy
Atul,ATUL,ATUL,INE100A01010,ATUL LTD.,100.0,ATUL.NS,exact
Au Small Finance,AUBANK,AUBANK,INE949L01017,AU Small Finance Bank Limited,100.0,AUBANK.NS,common_map
Aurobindo Pharma,AUROPHARMA,AUROPHARMA,INE406A01037,AUROBINDO PHARMA LTD.,100.0,AUROPHARMA.NS,common_map
Automotive Axles,AUTOAXLES,AUTOAXLES,INE449A01011,AUTOMOTIVE AXLES LTD.,100.0,AUTOAXLES.NS,fuzzy
Avanti Feeds,AVANTIFEED,AVANTIFEED,INE871C01038,AVANTI FEEDS LTD.,100.0,AVANTIFEED.NS,fuzzy
Mrf,MRF,MRF,INE883A01011,MRF LTD.,100.0,MRF.NS,exact
Mstc,MSTCLTD,MSTCLTD,INE255X01014,MSTC Limited,100.0,MSTCLTD.NS,fuzzy
Muthoot Finance,MUTHOOTFIN,MUTHOOTFIN,INE414G01012,MUTHOOT FINANCE LTD.,100.0,MUTHOOTFIN.NS,common_map
Natco Pharma,NATCOPHARM,NATCOPHARM,INE987B01026,NATCO PHARMA LTD.,100.0,NATCOPHARM.NS,common_map
Berger Paints,BERGEPAINT,BERGEPAINT,INE463A01038,BERGER PAINTS INDIA LTD.,100.0,BERGEPAINT.NS,fuzzy
Best Agrolife,BESTAGRO,BESTAGRO,INE052T01021,BEST AGROLIFE LIMITED,100.0,BESTAGRO.NS,fuzzy
